Èas od spuštìní[sec],"Water Temperature Sensor [°C]","In-car Temperature Sensor - Front [°C]","Teploty okolního vzduchu-senzor [°C]","Senzor výparníku [°C]","Fotosenzor na stranì øidièe [V]","Driver Air Mix Potentiometer [%]","Driver Direction Potentiometer [%]","Fotosenzor na stranì øidièe [V]","Passenger Air Mix Potentiometer [%]","Passenger Direction Potentiometer [%]","Senzor vlhkosti [%]","Potenciometr nasávání [%]","AQS Sensor kvality vzduchu [V]","Zadní potenciometr smíšeného vzduchu [%]","Zadním smìrový potenciometr [%]","Smìrový potenciometr-ventilátor øidiè [%]","Smìrový potenciometr-podlaha øidiè [%]","Smìrový potenciometr-odmlžování øidiè [%]","Console Air Direction Potentiometer - Mode [%]","Potenciometr smíšeného vzduchu v konzoly-teplota [%]","Spínaè potenciometru smíšeného vzduchu v konzoly [%]","Auto Defog Humidity Sensor [%]","Smìrový potenciometr  automat. odmlžení [%]","Duct Sensor - Driver Vent [°C]","Duct Sensor - Driver Floor [°C]","Snímaè rychlosti [km/h]","Senzor teploty chladící kapaliny motoru [°C]","Snímaè teploty v autì 2 [°C]","Compressor Operating Status","Duct Sensor - Console Vent [°C]","CO2 Sensor [ppm]","Dual Evaporator Sensor - Driver [°C]","Dual Evaporator Sensor - Passenger [°C]","Front Air Flow Potentiometer [%]","Rear Air Flow Potentiometer [%]","Duct Sensor - Passenger Vent [°C]","Duct Sensor - Passenger Floor [°C]","Duct Sensor - Console Floor [°C]","Console ON/OFF Potentiometer [%]","Rear Driver B-PILLAR Potentiometer [%]","Rear Passenger B-PILLAR Potentiometer [%]","Refrigerant Temp Sensor #1 [°C]","Refrigerant Temp Sensor #2 [°C]","2way Valve #1 Operating Status","2way Valve #2 Operating Status","3way Valve #1 Operating Status","3way Valve #2 Operating Status","Coolant Valve #1 Operating Status","HV PTC Operating Status","APT (Absolute Pressure) [kgf/cm2]","Battery Cool Valve (Evaporator) Operating Status","Battery Cool EXV (Electric expansion valve) Operating Status","Refrigerant Temp Sensor - EXV (Electric expansion valve) [°C]","APT (Absolute Pressure) - EXV (Electric expansion valve) [kgf/cm2]",
37.067000,"87.500000","16.500000","4.500000","6.500000","0.117600","93.334084","55.294559","4.998000","100.000801","55.294559","255.000000","6.274560","4.998000","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","57.000000","81.961441","23.000000","21.000000","0.000000","143.250000","87.500000","0.000000","87.500000","5100.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","87.500000","87.500000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","3.000000","0.000000","1.000000","5.000000","2.600000",
37.317000,"87.500000","16.500000","4.500000","6.500000","0.117600","93.334084","55.294559","4.998000","100.000801","55.294559","255.000000","6.274560","4.998000","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","57.000000","81.961441","23.000000","21.000000","0.000000","143.250000","87.500000","0.000000","87.500000","5100.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","87.500000","87.500000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","3.000000","0.000000","1.000000","5.000000","2.600000",
37.567000,"87.500000","16.500000","4.500000","6.500000","0.117600","93.334084","55.294559","4.998000","100.000801","55.294559","255.000000","6.274560","4.998000","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","57.000000","81.961441","23.000000","21.000000","0.000000","143.250000","87.500000","0.000000","87.500000","5100.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","87.500000","87.500000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","3.000000","0.000000","1.000000","5.000000","2.600000",
37.816000,"87.500000","16.500000","4.500000","6.500000","0.117600","93.726242","55.294559","4.998000","100.000801","55.294559","255.000000","6.274560","4.998000","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","57.000000","81.961441","23.000000","21.000000","0.000000","143.250000","87.500000","0.000000","87.500000","5100.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","87.500000","87.500000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","3.000000","0.000000","1.000000","5.000000","2.600000",
38.057000,"87.500000","16.500000","4.500000","6.500000","0.117600","93.334084","55.294559","4.998000","100.000801","55.294559","255.000000","6.274560","4.998000","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","57.000000","81.961441","23.000000","21.000000","0.000000","143.250000","87.500000","0.000000","87.500000","5100.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","87.500000","87.500000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","3.000000","0.000000","1.000000","5.000000","2.600000",
38.310000,"87.500000","16.500000","4.500000","6.500000","0.117600","93.334084","55.294559","4.998000","100.000801","55.294559","255.000000","6.274560","4.998000","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","57.000000","81.961441","23.000000","21.000000","0.000000","143.250000","87.500000","0.000000","87.500000","5100.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","87.500000","87.500000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","3.000000","0.000000","1.000000","5.000000","2.600000",
38.540000,"87.500000","16.500000","4.500000","6.500000","0.117600","93.334084","55.294559","4.998000","100.000801","55.294559","255.000000","6.274560","4.998000","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","57.000000","81.961441","23.000000","21.000000","0.000000","143.250000","87.500000","0.000000","87.500000","5100.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","87.500000","87.500000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","3.000000","0.000000","1.000000","5.000000","2.600000",
38.788000,"87.500000","16.500000","4.500000","6.500000","0.117600","93.334084","55.294559","4.998000","100.000801","55.294559","255.000000","6.274560","4.998000","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","57.000000","81.961441","23.000000","21.000000","0.000000","143.250000","87.500000","0.000000","87.500000","5100.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","87.500000","87.500000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","3.000000","0.000000","1.000000","5.000000","2.600000",
39.041000,"87.500000","16.500000","4.500000","6.500000","0.117600","93.334084","55.294559","4.998000","100.000801","55.294559","255.000000","6.274560","4.998000","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","57.000000","81.961441","23.000000","21.000000","0.000000","143.250000","87.500000","0.000000","87.500000","5100.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","87.500000","87.500000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","3.000000","0.000000","1.000000","5.000000","2.600000",
39.288000,"87.500000","16.500000","4.500000","6.500000","0.117600","93.334084","55.294559","4.998000","100.000801","55.294559","255.000000","6.274560","4.998000","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","57.000000","81.961441","23.000000","21.000000","0.000000","143.250000","87.500000","0.000000","87.500000","5100.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","87.500000","87.500000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","3.000000","0.000000","1.000000","5.000000","2.600000",
39.540000,"87.500000","16.500000","4.500000","6.500000","0.117600","93.334084","55.294559","4.998000","100.000801","55.294559","255.000000","6.274560","4.998000","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","57.000000","81.961441","23.000000","21.000000","0.000000","143.250000","87.500000","0.000000","87.500000","5100.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","87.500000","87.500000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","3.000000","0.000000","1.000000","5.000000","2.600000",
39.789000,"87.500000","16.500000","4.500000","6.500000","0.117600","93.334084","55.294559","4.998000","100.000801","55.294559","255.000000","6.274560","4.998000","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","57.000000","81.961441","23.000000","21.000000","0.000000","143.250000","87.500000","0.000000","87.500000","5100.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","87.500000","87.500000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","3.000000","0.000000","1.000000","5.000000","2.600000",
40.040000,"87.500000","16.500000","4.500000","6.500000","0.117600","93.334084","55.294559","4.998000","100.000801","55.294559","255.000000","6.274560","4.998000","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","57.000000","81.961441","23.000000","21.000000","0.000000","143.250000","87.500000","0.000000","87.500000","5100.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","87.500000","87.500000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","3.000000","0.000000","1.000000","5.000000","2.600000",
40.288000,"87.500000","16.500000","4.500000","6.500000","0.117600","93.334084","55.294559","4.998000","100.000801","55.294559","255.000000","6.274560","4.998000","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","57.000000","81.961441","23.000000","21.000000","0.000000","143.250000","87.500000","0.000000","87.500000","5100.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","87.500000","87.500000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","3.000000","0.000000","1.000000","5.000000","2.600000",
40.539000,"87.500000","16.500000","4.500000","6.500000","0.117600","93.334084","55.294559","4.998000","100.000801","55.294559","255.000000","6.274560","4.998000","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","57.000000","81.961441","23.000000","21.000000","0.000000","143.250000","87.500000","0.000000","87.500000","5100.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","87.500000","87.500000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","3.000000","0.000000","1.000000","5.000000","2.600000",
40.769000,"87.500000","16.500000","4.500000","6.500000","0.117600","93.726242","55.294559","4.998000","100.000801","55.294559","255.000000","6.274560","4.998000","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","57.000000","81.961441","23.000000","21.000000","0.000000","143.250000","87.500000","0.000000","87.500000","5100.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","87.500000","87.500000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","3.000000","0.000000","1.000000","5.000000","2.600000",
41.019000,"87.500000","16.500000","4.500000","6.500000","0.117600","93.334084","55.294559","4.998000","100.000801","55.294559","255.000000","6.274560","4.998000","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","57.000000","81.961441","23.000000","21.000000","0.000000","143.250000","87.500000","0.000000","87.500000","5100.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","87.500000","87.500000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","3.000000","0.000000","1.000000","5.000000","2.600000",
41.259000,"87.500000","16.500000","4.500000","6.500000","0.117600","93.334084","55.294559","4.998000","100.000801","55.294559","255.000000","6.274560","4.998000","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","57.000000","81.961441","23.000000","21.000000","0.000000","143.250000","87.500000","0.000000","87.500000","5100.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","87.500000","87.500000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","3.000000","0.000000","1.000000","5.000000","2.600000",
41.498000,"87.500000","16.500000","4.500000","6.500000","0.117600","93.334084","55.294559","4.998000","100.000801","55.294559","255.000000","6.274560","4.998000","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","57.000000","81.961441","23.000000","21.000000","0.000000","143.250000","87.500000","0.000000","87.500000","5100.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","87.500000","87.500000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","3.000000","0.000000","1.000000","5.000000","2.600000",
41.751000,"87.500000","16.500000","4.500000","6.500000","0.117600","93.334084","55.294559","4.998000","100.000801","55.294559","255.000000","6.274560","4.998000","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","57.000000","81.961441","23.000000","21.000000","0.000000","143.250000","87.500000","0.000000","87.500000","5100.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","87.500000","87.500000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","3.000000","0.000000","1.000000","5.000000","2.600000",
41.998000,"87.500000","16.500000","4.500000","6.500000","0.117600","93.334084","55.294559","4.998000","100.000801","55.294559","255.000000","6.274560","4.998000","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","57.000000","81.961441","23.000000","21.000000","0.000000","143.250000","87.500000","0.000000","87.500000","5100.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","87.500000","87.500000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","3.000000","0.000000","1.000000","5.000000","2.600000",
42.250000,"87.500000","16.500000","4.500000","6.500000","0.117600","93.334084","55.294559","4.998000","100.000801","55.294559","255.000000","6.274560","4.998000","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","57.000000","81.961441","23.000000","21.000000","0.000000","143.250000","87.500000","0.000000","87.500000","5100.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","87.500000","87.500000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","3.000000","0.000000","1.000000","5.000000","2.600000",
42.489000,"87.500000","16.500000","4.500000","6.500000","0.117600","93.334084","55.294559","4.998000","100.000801","55.294559","255.000000","6.274560","4.998000","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","57.000000","81.961441","23.000000","21.000000","0.000000","143.250000","87.500000","0.000000","87.500000","5100.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","87.500000","87.500000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","3.000000","0.000000","1.000000","5.000000","2.600000",
42.740000,"87.500000","16.500000","4.500000","6.500000","0.117600","93.726242","55.294559","4.998000","100.000801","55.294559","255.000000","6.274560","4.998000","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","57.000000","81.961441","23.000000","21.000000","0.000000","143.250000","87.500000","0.000000","87.500000","5100.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","87.500000","87.500000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","3.000000","0.000000","1.000000","5.000000","2.600000",
42.968000,"87.500000","16.500000","4.500000","6.500000","0.117600","93.334084","55.294559","4.998000","100.000801","55.294559","255.000000","6.274560","4.998000","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","57.000000","81.961441","23.000000","21.000000","0.000000","143.250000","87.500000","0.000000","87.500000","5100.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","87.500000","87.500000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","3.000000","0.000000","1.000000","5.000000","2.600000",
43.199000,"87.500000","16.500000","4.500000","6.500000","0.117600","93.334084","55.294559","4.998000","100.000801","55.294559","255.000000","6.274560","4.998000","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","57.000000","81.961441","23.000000","21.000000","0.000000","143.250000","87.500000","0.000000","87.500000","5100.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","87.500000","87.500000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","3.000000","0.000000","1.000000","5.000000","2.600000",
43.441000,"87.500000","16.500000","4.500000","6.500000","0.117600","93.334084","55.294559","4.998000","100.000801","55.294559","255.000000","6.274560","4.998000","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","57.000000","81.961441","23.000000","21.000000","0.000000","143.250000","87.500000","0.000000","87.500000","5100.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","87.500000","87.500000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","3.000000","0.000000","1.000000","5.000000","2.600000",
43.688000,"87.500000","16.500000","4.500000","6.500000","0.117600","93.334084","55.294559","4.998000","100.000801","55.294559","255.000000","6.274560","4.998000","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","57.000000","81.961441","23.000000","20.500000","0.000000","143.250000","87.500000","0.000000","87.500000","5100.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","87.500000","87.500000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","3.000000","0.000000","1.000000","5.000000","2.600000",
43.940000,"87.500000","16.500000","4.500000","6.500000","0.117600","93.726242","55.294559","4.998000","100.000801","55.294559","255.000000","6.274560","4.998000","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","57.000000","81.961441","23.000000","21.000000","0.000000","143.250000","87.500000","0.000000","87.500000","5100.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","87.500000","87.500000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","3.000000","0.000000","1.000000","5.000000","2.600000",
44.169000,"87.500000","16.500000","4.500000","6.500000","0.117600","93.726242","55.294559","4.998000","100.000801","55.294559","255.000000","6.274560","4.998000","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","57.000000","81.961441","23.000000","21.000000","0.000000","143.250000","87.500000","0.000000","87.500000","5100.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","87.500000","87.500000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","3.000000","0.000000","1.000000","5.000000","2.600000",
44.419000,"87.500000","16.500000","4.500000","6.500000","0.117600","93.334084","55.294559","4.998000","100.000801","55.294559","255.000000","6.274560","4.998000","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","57.000000","81.961441","23.000000","21.000000","0.000000","143.250000","87.500000","0.000000","87.500000","5100.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","87.500000","87.500000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","3.000000","0.000000","1.000000","5.000000","2.600000",
44.652000,"87.500000","16.500000","4.500000","7.000000","0.117600","93.334084","55.294559","4.998000","100.000801","55.294559","255.000000","6.274560","4.998000","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","57.000000","81.961441","23.000000","21.000000","0.000000","143.250000","87.500000","0.000000","87.500000","5100.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","87.500000","87.500000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","3.000000","0.000000","1.000000","5.000000","2.600000",
44.878000,"87.500000","16.500000","4.500000","7.000000","0.117600","93.334084","57.647518","4.998000","100.000801","57.647518","255.000000","6.274560","4.998000","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","57.000000","76.079041","23.000000","21.000000","0.000000","143.250000","87.500000","0.000000","87.500000","5100.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","87.500000","87.500000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","3.000000","0.000000","1.000000","5.000000","2.600000",
45.129000,"87.500000","16.500000","4.500000","7.000000","0.117600","93.334084","63.137760","4.998000","100.000801","62.745602","255.000000","6.274560","4.998000","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","57.000000","76.079041","23.000000","21.000000","0.000000","143.250000","87.500000","0.000000","87.500000","5100.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","87.500000","87.500000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","3.000000","0.000000","1.000000","5.000000","2.600000",
45.378000,"87.500000","16.500000","4.500000","7.000000","0.117600","93.334084","68.235840","4.998000","100.000801","67.843681","255.000000","6.274560","4.998000","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","57.000000","76.079041","23.000000","21.000000","0.000000","143.250000","87.500000","0.000000","87.500000","5100.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","87.500000","87.500000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","3.000000","0.000000","1.000000","5.000000","2.600000",
45.628000,"87.500000","16.500000","4.500000","7.000000","0.117600","93.334084","73.333923","4.998000","100.000801","72.941757","255.000000","6.274560","4.998000","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","57.000000","76.079041","23.000000","21.000000","0.000000","143.250000","87.500000","0.000000","87.500000","5100.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","87.500000","87.500000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","3.000000","0.000000","1.000000","5.000000","2.600000",
45.878000,"87.500000","16.500000","4.500000","7.000000","0.117600","93.334084","73.726082","4.998000","100.000801","73.726082","255.000000","6.274560","4.998000","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","57.000000","76.079041","23.000000","21.000000","0.000000","143.250000","87.500000","0.000000","87.500000","5100.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","87.500000","87.500000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","3.000000","0.000000","1.000000","5.000000","2.600000",
46.128000,"87.500000","16.500000","4.500000","7.000000","0.117600","93.334084","73.726082","4.998000","100.000801","73.726082","255.000000","6.274560","4.998000","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","57.000000","76.079041","23.000000","21.000000","0.000000","143.250000","87.500000","0.000000","87.500000","5100.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","87.500000","87.500000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","3.000000","0.000000","1.000000","5.000000","2.600000",
46.378000,"87.500000","16.500000","4.500000","7.000000","0.117600","93.334084","73.726082","4.998000","100.000801","73.726082","255.000000","6.274560","4.998000","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","57.000000","76.079041","23.000000","21.000000","0.000000","143.250000","87.500000","0.000000","87.500000","5100.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","87.500000","87.500000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","3.000000","0.000000","1.000000","5.000000","2.600000",
46.628000,"87.500000","16.500000","4.500000","7.000000","0.117600","93.334084","73.726082","4.998000","100.000801","73.726082","255.000000","6.274560","4.998000","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","57.000000","76.079041","23.000000","21.000000","0.000000","143.250000","87.500000","0.000000","87.500000","5100.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","87.500000","87.500000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","3.000000","0.000000","1.000000","5.000000","2.600000",
46.859000,"87.500000","16.500000","4.500000","7.000000","0.117600","93.334084","73.726082","4.998000","100.000801","73.726082","255.000000","6.274560","4.998000","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","57.000000","76.079041","23.000000","21.000000","0.000000","143.250000","87.500000","0.000000","87.500000","5100.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","87.500000","87.500000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","3.000000","0.000000","1.000000","5.000000","2.600000",
47.112000,"87.500000","16.500000","4.500000","7.000000","0.117600","93.334084","73.726082","4.998000","100.000801","73.726082","255.000000","6.274560","4.998000","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","57.000000","76.079041","23.000000","21.000000","0.000000","143.250000","87.500000","0.000000","87.500000","5100.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","87.500000","87.500000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","3.000000","0.000000","1.000000","5.000000","2.600000",
47.359000,"87.500000","16.500000","4.500000","7.000000","0.117600","93.334084","73.726082","4.998000","100.000801","73.726082","255.000000","6.274560","4.998000","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","57.000000","76.079041","23.000000","21.000000","0.000000","143.250000","87.500000","0.000000","87.500000","5100.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","87.500000","87.500000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","3.000000","0.000000","1.000000","5.000000","2.600000",
47.618000,"87.500000","16.500000","4.500000","7.000000","0.117600","93.334084","73.726082","4.998000","100.000801","73.726082","255.000000","6.274560","4.998000","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","57.000000","76.079041","23.000000","21.000000","0.000000","143.250000","87.500000","0.000000","87.500000","5100.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","87.500000","87.500000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","3.000000","0.000000","1.000000","5.000000","2.600000",
47.870000,"87.500000","16.500000","4.500000","7.000000","0.117600","93.726242","73.726082","4.998000","100.000801","73.726082","255.000000","6.274560","4.998000","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","57.000000","76.079041","23.000000","21.000000","0.000000","143.250000","87.500000","0.000000","87.500000","5100.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","87.500000","87.500000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","3.000000","0.000000","1.000000","5.000000","2.600000",
48.119000,"87.500000","16.500000","4.500000","7.000000","0.117600","93.334084","73.726082","4.998000","100.000801","73.726082","255.000000","6.274560","4.998000","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","100.000801","57.000000","76.079041","23.000000","21.000000","0.000000","143.250000","87.500000","0.000000","87.500000","5100.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","87.500000","87.500000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","3.000000","0.000000","1.000000","5.000000","2.600000",
